text_idx,sentence_idx,verb,sentence,verb_idx,label
,,go,dr runcie has went out of his way on this visit to concede many of the doctrinal points and practices which large elements of the church of england have traditionally found offensive in roman catholicism .,3,0
,,'m,"well i 'm sure my boss told her , that 's .",2,0
,,</s>,"in this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described , </s> the dead fragments to build up a living creature .",19,0
,,shoot,"the picture , very like the one rufus fletcher had shot in the summer of 1976 , occupied the screen for about fifteen seconds .",10,0
,,answer,how did he answer the questions ?,3,0
,,matter,but rufus admitted to himself that the beauties of nature and architecture had never mattered much to him .,14,0
,,mark,sigillaria bark is marked with little horseshoe-shaped scars ( leaf cushions ) .,3,0
,,use,the quality of procedures would be much improved if designers used some simple guide-lines ( table 1.16 ) .,10,0
,,explain,"what is certain is that the pre-1989 austin/mg range , all skodas , yugos and quite a few lancias do not , which does not explain already depressed resale prices .",25,0
,,and,"the final interview and a personalized review of the course , as well as the formulation of a follow-up plan to be undertaken with the offender 's supervising officer .",3,0
,,find,"drawing on north american experience , the commission found that poor management was an important contributory factor to new york 's problems , and sought to apply the same lessons here ( p. 2 ) .",8,0
,,bear,"the technique of hunt the analogue is a favourite one practised by palaeontologists , but it is certainly not a foolproof one , because there are many fossil animals that bear comparison with living organisms , and some analogues do not stand up to detailed scrutiny .",30,0
,,claim,"it would be unfair both to the vector potential and to quantum mechanics to claim that none of those formulations have engineering applications ( in fact the most sensitive magnetometer built to date is based on that kind of theory ) , but by and large engineers would n't lose much sleep if the use of a were banned with immediate effect .",14,0
,,shift,"he sees them as not only strengthening small communities , but also as actually beginning to reverse the population shift from the countryside to the towns .",19,0
,,.,oh i . .,2,0
,,stick,"apart from kevin moseley 's steady supply from the line-out , there was nothing much to commend in a welsh forward effort which stuck to the very worst eighties stereotype of static , cumbersome donkeys only too willing to slow the game to walking pace .",23,0
,,allow,the sediments themselves may have allowed some of the tracks left by the animal ( p. 20 ) to give direct evidence of its past activities .,5,0
,,hurt,"way you go , patty , he said softly , and the dog was off , hurt herself along the embankment , all paws and flying ears , after a rabbit who had been sitting in a patch of sun but disappeared with contemptuous ease as she came close .",16,0
